ID,X,Y,Z
6978,259.00,48.00,5.66
6979,259.00,49.00,6.66
6980,259.00,50.00,7.07
6981,259.00,51.00,8.07
6982,259.00,52.00,8.49
6983,259.00,53.00,9.07
6984,260.00,26.00,9.49
6985,260.00,27.00,8.49
6986,260.00,28.00,7.66
6987,260.00,29.00,6.66
6988,260.00,30.00,5.66
6989,260.00,31.00,4.83
6990,260.00,32.00,3.83
6991,260.00,33.00,2.83
6992,260.00,34.00,2.41
6993,260.00,35.00,1.41
6994,260.00,36.00,1.00
6995,260.00,37.00,0.00
6996,260.00,38.00,0.00
6997,260.00,39.00,1.00
6998,260.00,40.00,1.41
6999,260.00,41.00,2.41
7000,260.00,42.00,2.83
7001,260.00,43.00,3.83
7002,260.00,44.00,4.24
7003,260.00,45.00,4.83
7004,260.00,46.00,5.24
7005,260.00,47.00,5.66
7006,260.00,48.00,6.66
7007,260.00,49.00,7.07
7008,260.00,50.00,8.07
7009,260.00,51.00,8.49
7010,260.00,52.00,9.49
7011,261.00,26.00,9.07
7012,261.00,27.00,8.07
7013,261.00,28.00,7.07
7014,261.00,29.00,6.24
7015,261.00,30.00,5.24
7016,261.00,31.00,4.24
7017,261.00,32.00,3.41
7018,261.00,33.00,2.41
7019,261.00,34.00,1.41
7020,261.00,35.00,1.00
7021,261.00,36.00,0.00
7022,261.00,37.00,0.00
7023,261.00,38.00,1.00
7024,261.00,39.00,1.41
7025,261.00,40.00,2.41
7026,261.00,41.00,2.83
7027,261.00,42.00,3.83
7028,261.00,43.00,4.24
7029,261.00,44.00,5.24
7030,261.00,45.00,5.66
7031,261.00,46.00,6.24
7032,261.00,47.00,6.66
7033,261.00,48.00,7.07
7034,261.00,49.00,8.07
7035,261.00,50.00,8.49
7036,262.00,25.00,9.49
7037,262.00,26.00,8.49
7038,262.00,27.00,7.66
7039,262.00,28.00,6.66
7040,262.00,29.00,5.66
7041,262.00,30.00,4.83
7042,262.00,31.00,3.83
7043,262.00,32.00,2.83
7044,262.00,33.00,2.00
7045,262.00,34.00,1.00
7046,262.00,35.00,0.00
7047,262.00,36.00,0.00
7048,262.00,37.00,1.00
7049,262.00,38.00,1.41
7050,262.00,39.00,2.41
7051,262.00,40.00,2.83
7052,262.00,41.00,3.83
7053,262.00,42.00,4.24
7054,262.00,43.00,5.24
7055,262.00,44.00,5.66
7056,262.00,45.00,6.66
7057,262.00,46.00,7.07
7058,262.00,47.00,7.66
7059,262.00,48.00,8.07
7060,262.00,49.00,8.49
7061,263.00,25.00,9.07
7062,263.00,26.00,8.07
7063,263.00,27.00,7.07
7064,263.00,28.00,6.24
7065,263.00,29.00,5.24
7066,263.00,30.00,4.24
7067,263.00,31.00,3.41
7068,263.00,32.00,2.41
7069,263.00,33.00,1.41
7070,263.00,34.00,1.00
7071,263.00,35.00,0.00
7072,263.00,36.00,1.00
7073,263.00,37.00,1.41
7074,263.00,38.00,2.41
7075,263.00,39.00,2.83
7076,263.00,40.00,3.83
7077,263.00,41.00,4.24
7078,263.00,42.00,5.24
7079,263.00,43.00,5.66
7080,263.00,44.00,6.66
7081,263.00,45.00,7.07
7082,263.00,46.00,8.07
7083,263.00,47.00,8.49
7084,263.00,48.00,9.07
7085,264.00,24.00,9.66
7086,264.00,25.00,8.66
7087,264.00,26.00,7.66
7088,264.00,27.00,6.66
7089,264.00,28.00,5.66
7090,264.00,29.00,4.83
7091,264.00,30.00,3.83
7092,264.00,31.00,2.83
7093,264.00,32.00,2.00
7094,264.00,33.00,1.00
7095,264.00,34.00,0.00
7096,264.00,35.00,1.00
7097,264.00,36.00,1.41
7098,264.00,37.00,2.41
7099,264.00,38.00,2.83
7100,264.00,39.00,3.83
7101,264.00,40.00,4.24
7102,264.00,41.00,5.24
7103,264.00,42.00,5.66
7104,264.00,43.00,6.66
7105,264.00,44.00,7.07
7106,264.00,45.00,8.07
7107,264.00,46.00,8.49
7108,265.00,24.00,9.24
7109,265.00,25.00,8.24
7110,265.00,26.00,7.24
7111,265.00,27.00,6.24
7112,265.00,28.00,5.24
7113,265.00,29.00,4.24
7114,265.00,30.00,3.41
7115,265.00,31.00,2.41
7116,265.00,32.00,1.41
7117,265.00,33.00,1.00
7118,265.00,34.00,0.00
7119,265.00,35.00,1.00
7120,265.00,36.00,2.00
7121,265.00,37.00,2.83
7122,265.00,38.00,3.83
7123,265.00,39.00,4.24
7124,265.00,40.00,5.24
7125,265.00,41.00,5.66
7126,265.00,42.00,6.66
7127,265.00,43.00,7.07
7128,265.00,44.00,8.07
7129,265.00,45.00,8.49
7130,266.00,24.00,8.83
7131,266.00,25.00,7.83
7132,266.00,26.00,6.83
7133,266.00,27.00,5.83
7134,266.00,28.00,4.83
7135,266.00,29.00,3.83
7136,266.00,30.00,2.83
7137,266.00,31.00,2.00
7138,266.00,32.00,1.00
7139,266.00,33.00,0.00
7140,266.00,34.00,1.00
7141,266.00,35.00,1.41
7142,266.00,36.00,2.41
7143,266.00,37.00,3.41
7144,266.00,38.00,4.24
7145,266.00,39.00,5.24
7146,266.00,40.00,5.66
7147,266.00,41.00,6.66
7148,266.00,42.00,7.07
7149,266.00,43.00,8.07
7150,266.00,44.00,8.49
7151,267.00,24.00,8.41
7152,267.00,25.00,7.41
7153,267.00,26.00,6.41
7154,267.00,27.00,5.41
7155,267.00,28.00,4.41
7156,267.00,29.00,3.41
7157,267.00,30.00,2.41
7158,267.00,31.00,1.41
7159,267.00,32.00,1.00
7160,267.00,33.00,0.00
7161,267.00,34.00,1.00
7162,267.00,35.00,2.00
7163,267.00,36.00,2.83
7164,267.00,37.00,3.83
7165,267.00,38.00,4.83
7166,267.00,39.00,5.66
7167,267.00,40.00,6.66
7168,267.00,41.00,7.07
7169,267.00,42.00,8.07
7170,267.00,43.00,8.49
7171,268.00,23.00,9.00
7172,268.00,24.00,8.00
7173,268.00,25.00,7.00
7174,268.00,26.00,6.00
7175,268.00,27.00,5.00
7176,268.00,28.00,4.00
7177,268.00,29.00,3.00
7178,268.00,30.00,2.00
7179,268.00,31.00,1.00
7180,268.00,32.00,0.00
7181,268.00,33.00,1.00
7182,268.00,34.00,1.41
7183,268.00,35.00,2.41
7184,268.00,36.00,3.41
7185,268.00,37.00,4.24
7186,268.00,38.00,5.24
7187,268.00,39.00,6.24
7188,268.00,40.00,7.07
7189,268.00,41.00,8.07
7190,268.00,42.00,8.49
7191,269.00,23.00,9.00
7192,269.00,24.00,8.00
7193,269.00,25.00,7.00
7194,269.00,26.00,6.00
7195,269.00,27.00,5.00
7196,269.00,28.00,4.00
7197,269.00,29.00,3.00
7198,269.00,30.00,2.00
7199,269.00,31.00,1.00
7200,269.00,32.00,0.00
7201,269.00,33.00,1.00
7202,269.00,34.00,2.00
7203,269.00,35.00,2.83
7204,269.00,36.00,3.83
7205,269.00,37.00,4.83
7206,269.00,38.00,5.66
7207,269.00,39.00,6.66
7208,269.00,40.00,7.66
7209,269.00,41.00,8.49
7210,270.00,23.00,9.00
7211,270.00,24.00,8.00
7212,270.00,25.00,7.00
7213,270.00,26.00,6.00
7214,270.00,27.00,5.00
7215,270.00,28.00,4.00
7216,270.00,29.00,3.00
7217,270.00,30.00,2.00
7218,270.00,31.00,1.00
7219,270.00,32.00,0.00
7220,270.00,33.00,1.00
7221,270.00,34.00,2.00
7222,270.00,35.00,3.00
7223,270.00,36.00,4.00
7224,270.00,37.00,5.00
7225,270.00,38.00,6.00
7226,270.00,39.00,7.00
7227,270.00,40.00,8.00
7228,270.00,41.00,9.00
7229,271.00,23.00,9.00
7230,271.00,24.00,8.00
7231,271.00,25.00,7.00
7232,271.00,26.00,6.00
7233,271.00,27.00,5.00
7234,271.00,28.00,4.00
7235,271.00,29.00,3.00
7236,271.00,30.00,2.00
7237,271.00,31.00,1.00
7238,271.00,32.00,0.00
7239,271.00,33.00,1.00
7240,271.00,34.00,2.00
7241,271.00,35.00,3.00
7242,271.00,36.00,4.00
7243,271.00,37.00,5.00
7244,271.00,38.00,6.00
7245,271.00,39.00,7.00
7246,271.00,40.00,8.00
7247,271.00,41.00,9.00
7248,272.00,23.00,9.00
7249,272.00,24.00,8.00
7250,272.00,25.00,7.00
7251,272.00,26.00,6.00
7252,272.00,27.00,5.00
7253,272.00,28.00,4.00
7254,272.00,29.00,3.00
7255,272.00,30.00,2.00
7256,272.00,31.00,1.00
7257,272.00,32.00,0.00
7258,272.00,33.00,1.00
7259,272.00,34.00,2.00
7260,272.00,35.00,3.00
7261,272.00,36.00,4.00
7262,272.00,37.00,5.00
7263,272.00,38.00,6.00
7264,272.00,39.00,7.00
7265,272.00,40.00,8.00
7266,272.00,41.00,9.00
7267,273.00,23.00,9.00
7268,273.00,24.00,8.00
7269,273.00,25.00,7.00
7270,273.00,26.00,6.00
7271,273.00,27.00,5.00
7272,273.00,28.00,4.00
7273,273.00,29.00,3.00
7274,273.00,30.00,2.00
7275,273.00,31.00,1.00
7276,273.00,32.00,0.00
7277,273.00,33.00,1.00
7278,273.00,34.00,2.00
7279,273.00,35.00,3.00
7280,273.00,36.00,4.00
7281,273.00,37.00,5.00
7282,273.00,38.00,6.00
7283,273.00,39.00,7.00
7284,273.00,40.00,8.00
7285,274.00,23.00,9.00
7286,274.00,24.00,8.00
7287,274.00,25.00,7.00
7288,274.00,26.00,6.00
7289,274.00,27.00,5.00
7290,274.00,28.00,4.00
7291,274.00,29.00,3.00
7292,274.00,30.00,2.00
7293,274.00,31.00,1.00
7294,274.00,32.00,0.00
7295,274.00,33.00,1.00
7296,274.00,34.00,2.00
7297,274.00,35.00,3.00
7298,274.00,36.00,4.00
7299,274.00,37.00,5.00
7300,274.00,38.00,6.00
7301,274.00,39.00,7.00
7302,274.00,40.00,8.00
7303,275.00,23.00,9.00
7304,275.00,24.00,8.00
7305,275.00,25.00,7.00
7306,275.00,26.00,6.00
7307,275.00,27.00,5.00
7308,275.00,28.00,4.00
7309,275.00,29.00,3.00
7310,275.00,30.00,2.00
7311,275.00,31.00,1.00
7312,275.00,32.00,0.00
7313,275.00,33.00,1.00
7314,275.00,34.00,2.00
7315,275.00,35.00,3.00
7316,275.00,36.00,4.00
7317,275.00,37.00,5.00
7318,275.00,38.00,6.00
7319,275.00,39.00,7.00
7320,275.00,40.00,8.00
7321,276.00,23.00,9.00
7322,276.00,24.00,8.00
7323,276.00,25.00,7.00
7324,276.00,26.00,6.00
7325,276.00,27.00,5.00
7326,276.00,28.00,4.00
7327,276.00,29.00,3.00
7328,276.00,30.00,2.00
7329,276.00,31.00,1.00
7330,276.00,32.00,0.00
7331,276.00,33.00,1.00
7332,276.00,34.00,2.00
7333,276.00,35.00,3.00
7334,276.00,36.00,4.00
7335,276.00,37.00,5.00
7336,276.00,38.00,6.00
7337,276.00,39.00,7.00
7338,276.00,40.00,8.00
7339,276.00,41.00,9.00
7340,277.00,23.00,9.00
7341,277.00,24.00,8.00
7342,277.00,25.00,7.00
7343,277.00,26.00,6.00
7344,277.00,27.00,5.00
7345,277.00,28.00,4.00
7346,277.00,29.00,3.00
7347,277.00,30.00,2.00
7348,277.00,31.00,1.00
7349,277.00,32.00,0.00
7350,277.00,33.00,1.00
7351,277.00,34.00,2.00
7352,277.00,35.00,3.00
7353,277.00,36.00,4.00
7354,277.00,37.00,5.00
7355,277.00,38.00,6.00
7356,277.00,39.00,7.00
7357,277.00,40.00,8.00
7358,277.00,41.00,9.00
7359,278.00,23.00,9.00
7360,278.00,24.00,8.00
7361,278.00,25.00,7.00
7362,278.00,26.00,6.00
7363,278.00,27.00,5.00
7364,278.00,28.00,4.00
7365,278.00,29.00,3.00
7366,278.00,30.00,2.00
7367,278.00,31.00,1.00
7368,278.00,32.00,0.00
7369,278.00,33.00,1.00
7370,278.00,34.00,2.00
7371,278.00,35.00,2.83
7372,278.00,36.00,3.83
7373,278.00,37.00,4.83
7374,278.00,38.00,5.66
7375,278.00,39.00,6.66
7376,278.00,40.00,7.66
7377,278.00,41.00,8.49
7378,279.00,23.00,9.00
7379,279.00,24.00,8.00
7380,279.00,25.00,7.00
7381,279.00,26.00,6.00
7382,279.00,27.00,5.00
7383,279.00,28.00,4.00
7384,279.00,29.00,3.00
7385,279.00,30.00,2.00
7386,279.00,31.00,1.00
7387,279.00,32.00,0.00
7388,279.00,33.00,1.00
7389,279.00,34.00,1.41
7390,279.00,35.00,2.41
7391,279.00,36.00,3.41
7392,279.00,37.00,4.24
7393,279.00,38.00,5.24
7394,279.00,39.00,6.24
7395,279.00,40.00,7.07
7396,279.00,41.00,8.07
7397,279.00,42.00,8.49
7398,280.00,24.00,8.41
7399,280.00,25.00,7.41
7400,280.00,26.00,6.41
7401,280.00,27.00,5.41
7402,280.00,28.00,4.41
7403,280.00,29.00,3.41
7404,280.00,30.00,2.41
7405,280.00,31.00,1.41
7406,280.00,32.00,1.00
7407,280.00,33.00,0.00
7408,280.00,34.00,1.00
7409,280.00,35.00,2.00
7410,280.00,36.00,2.83
7411,280.00,37.00,3.83
7412,280.00,38.00,4.83
7413,280.00,39.00,5.66
7414,280.00,40.00,6.66
7415,280.00,41.00,7.07
7416,280.00,42.00,8.07
7417,280.00,43.00,8.49
7418,281.00,24.00,8.83
7419,281.00,25.00,7.83
7420,281.00,26.00,6.83
7421,281.00,27.00,5.83
7422,281.00,28.00,4.83
7423,281.00,29.00,3.83
7424,281.00,30.00,2.83
7425,281.00,31.00,2.00
7426,281.00,32.00,1.00
7427,281.00,33.00,0.00
7428,281.00,34.00,1.00
7429,281.00,35.00,1.41
7430,281.00,36.00,2.41
7431,281.00,37.00,3.41
7432,281.00,38.00,4.24
7433,281.00,39.00,5.24
7434,281.00,40.00,5.66
7435,281.00,41.00,6.66
7436,281.00,42.00,7.07
7437,281.00,43.00,8.07
7438,281.00,44.00,8.49
7439,282.00,24.00,9.00
7440,282.00,25.00,8.00
7441,282.00,26.00,7.00
7442,282.00,27.00,6.00
7443,282.00,28.00,5.00
7444,282.00,29.00,4.00
7445,282.00,30.00,3.00
7446,282.00,31.00,2.00
7447,282.00,32.00,1.00
7448,282.00,33.00,0.00
7449,282.00,34.00,0.00
7450,282.00,35.00,1.00
7451,282.00,36.00,2.00
7452,282.00,37.00,2.83
7453,282.00,38.00,3.83
7454,282.00,39.00,4.24
7455,282.00,40.00,5.24
7456,282.00,41.00,5.66
7457,282.00,42.00,6.66
7458,282.00,43.00,7.07
7459,282.00,44.00,8.07
7460,282.00,45.00,9.07
7461,283.00,24.00,9.41
7462,283.00,25.00,8.41
7463,283.00,26.00,7.41
7464,283.00,27.00,6.41
7465,283.00,28.00,5.41
7466,283.00,29.00,4.41
7467,283.00,30.00,3.41
7468,283.00,31.00,2.41
7469,283.00,32.00,1.41
7470,283.00,33.00,1.00
7471,283.00,34.00,0.00
7472,283.00,35.00,1.00
7473,283.00,36.00,1.41
7474,283.00,37.00,2.41
7475,283.00,38.00,2.83
7476,283.00,39.00,3.83
7477,283.00,40.00,4.24
7478,283.00,41.00,5.24
7479,283.00,42.00,5.66
7480,283.00,43.00,6.66
7481,283.00,44.00,7.66
7482,283.00,45.00,8.49
7483,283.00,46.00,9.49
7484,284.00,25.00,8.83
7485,284.00,26.00,7.83
7486,284.00,27.00,6.83
7487,284.00,28.00,5.83
7488,284.00,29.00,4.83
7489,284.00,30.00,3.83
7490,284.00,31.00,2.83
7491,284.00,32.00,2.41
7492,284.00,33.00,1.41
7493,284.00,34.00,1.00
7494,284.00,35.00,0.00
7495,284.00,36.00,1.00
7496,284.00,37.00,1.41
7497,284.00,38.00,2.41
7498,284.00,39.00,2.83
7499,284.00,40.00,3.83
7500,284.00,41.00,4.24
7501,284.00,42.00,5.24
7502,284.00,43.00,6.24
7503,284.00,44.00,7.07
7504,284.00,45.00,8.07
7505,284.00,46.00,8.49
7506,285.00,25.00,9.24
7507,285.00,26.00,8.24
7508,285.00,27.00,7.24
7509,285.00,28.00,6.24
7510,285.00,29.00,5.24
7511,285.00,30.00,4.24
7512,285.00,31.00,3.83
7513,285.00,32.00,2.83
7514,285.00,33.00,2.41
7515,285.00,34.00,1.41
7516,285.00,35.00,1.00
7517,285.00,36.00,0.00
7518,285.00,37.00,1.00
7519,285.00,38.00,1.41
7520,285.00,39.00,2.41
7521,285.00,40.00,2.83
7522,285.00,41.00,3.83
7523,285.00,42.00,4.83
7524,285.00,43.00,5.66
7525,285.00,44.00,6.66
7526,285.00,45.00,7.07
7527,285.00,46.00,8.07
7528,285.00,47.00,8.49
7529,286.00,26.00,8.66
7530,286.00,27.00,7.66
7531,286.00,28.00,6.66
7532,286.00,29.00,5.66
7533,286.00,30.00,5.24
7534,286.00,31.00,4.24
7535,286.00,32.00,3.83
7536,286.00,33.00,2.83
7537,286.00,34.00,2.00
7538,286.00,35.00,1.00
7539,286.00,36.00,0.00
7540,286.00,37.00,0.00
7541,286.00,38.00,1.00
7542,286.00,39.00,1.41
7543,286.00,40.00,2.41
7544,286.00,41.00,3.41
7545,286.00,42.00,4.24
7546,286.00,43.00,5.24
7547,286.00,44.00,5.66
7548,286.00,45.00,6.66
7549,286.00,46.00,7.07
7550,286.00,47.00,8.07
7551,286.00,48.00,8.49
7552,287.00,26.00,9.07
7553,287.00,27.00,8.07
7554,287.00,28.00,7.07
7555,287.00,29.00,6.66
7556,287.00,30.00,5.66
7557,287.00,31.00,5.24
7558,287.00,32.00,4.24
7559,287.00,33.00,3.41
7560,287.00,34.00,2.41
7561,287.00,35.00,1.41
7562,287.00,36.00,1.00
7563,287.00,37.00,0.00
7564,287.00,38.00,0.00
7565,287.00,39.00,1.00
7566,287.00,40.00,2.00
7567,287.00,41.00,2.83
7568,287.00,42.00,3.83
7569,287.00,43.00,4.24
7570,287.00,44.00,5.24
7571,287.00,45.00,5.66
7572,287.00,46.00,6.66
7573,287.00,47.00,7.07
7574,287.00,48.00,8.07
7575,287.00,49.00,8.49
7576,288.00,27.00,8.49
7577,288.00,28.00,8.07
7578,288.00,29.00,7.07
7579,288.00,30.00,6.66
7580,288.00,31.00,5.66
7581,288.00,32.00,4.83
7582,288.00,33.00,3.83
7583,288.00,34.00,2.83
7584,288.00,35.00,2.41
7585,288.00,36.00,1.41
7586,288.00,37.00,1.00
7587,288.00,38.00,0.00
7588,288.00,39.00,1.00
7589,288.00,40.00,1.41
7590,288.00,41.00,2.41
7591,288.00,42.00,2.83
7592,288.00,43.00,3.83
7593,288.00,44.00,4.24
7594,288.00,45.00,5.24
7595,288.00,46.00,5.66
7596,288.00,47.00,6.66
7597,288.00,48.00,7.07
7598,288.00,49.00,8.07
7599,288.00,50.00,8.49
7600,289.00,28.00,8.49
7601,289.00,29.00,8.07
7602,289.00,30.00,7.07
7603,289.00,31.00,6.24
7604,289.00,32.00,5.24
7605,289.00,33.00,4.24
7606,289.00,34.00,3.83
7607,289.00,35.00,2.83
7608,289.00,36.00,2.41
7609,289.00,37.00,1.41
7610,289.00,38.00,1.00
7611,289.00,39.00,0.00
7612,289.00,40.00,1.00
7613,289.00,41.00,1.41
7614,289.00,42.00,2.41
7615,289.00,43.00,2.83
7616,289.00,44.00,3.83
7617,289.00,45.00,4.24
7618,289.00,46.00,5.24
7619,289.00,47.00,5.66
7620,289.00,48.00,6.66
7621,289.00,49.00,7.07
7622,289.00,50.00,8.07
7623,289.00,51.00,9.07
7624,290.00,28.00,9.49
7625,290.00,29.00,8.49
7626,290.00,30.00,7.66
7627,290.00,31.00,6.66
7628,290.00,32.00,5.66
7629,290.00,33.00,5.24
7630,290.00,34.00,4.24
7631,290.00,35.00,3.83
7632,290.00,36.00,2.83
7633,290.00,37.00,2.41
7634,290.00,38.00,1.41
7635,290.00,39.00,1.00
7636,290.00,40.00,0.00
7637,290.00,41.00,1.00
7638,290.00,42.00,1.41
7639,290.00,43.00,2.41
7640,290.00,44.00,2.83
7641,290.00,45.00,3.83
7642,290.00,46.00,4.24
7643,290.00,47.00,5.24
7644,290.00,48.00,5.66
7645,290.00,49.00,6.66
7646,290.00,50.00,7.66
7647,290.00,51.00,8.49
7648,290.00,52.00,9.49
7649,291.00,29.00,9.07
7650,291.00,30.00,8.07
7651,291.00,31.00,7.07
7652,291.00,32.00,6.66
7653,291.00,33.00,5.66
7654,291.00,34.00,5.24
7655,291.00,35.00,4.24
7656,291.00,36.00,3.83
7657,291.00,37.00,2.83
7658,291.00,38.00,2.41
7659,291.00,39.00,1.41
7660,291.00,40.00,1.00
7661,291.00,41.00,0.00
7662,291.00,42.00,1.00
7663,291.00,43.00,1.41
7664,291.00,44.00,2.41
7665,291.00,45.00,2.83
7666,291.00,46.00,3.83
7667,291.00,47.00,4.24
7668,291.00,48.00,5.24
7669,291.00,49.00,6.24
7670,291.00,50.00,7.07
7671,291.00,51.00,8.07
7672,291.00,52.00,8.49
7673,291.00,53.00,9.49
7674,292.00,30.00,8.49
7675,292.00,31.00,8.07
7676,292.00,32.00,7.07
7677,292.00,33.00,6.66
7678,292.00,34.00,5.66
7679,292.00,35.00,5.24
7680,292.00,36.00,4.24
7681,292.00,37.00,3.83
7682,292.00,38.00,2.83
7683,292.00,39.00,2.41
7684,292.00,40.00,1.41
7685,292.00,41.00,1.00
7686,292.00,42.00,0.00
7687,292.00,43.00,1.00
7688,292.00,44.00,1.41
7689,292.00,45.00,2.41
7690,292.00,46.00,2.83
7691,292.00,47.00,3.83
7692,292.00,48.00,4.83
7693,292.00,49.00,5.66
7694,292.00,50.00,6.66
7695,292.00,51.00,7.07
7696,292.00,52.00,8.07
7697,292.00,53.00,8.49
7698,292.00,54.00,9.49
7699,293.00,31.00,8.49
7700,293.00,32.00,8.07
7701,293.00,33.00,7.07
7702,293.00,34.00,6.66
7703,293.00,35.00,5.66
7704,293.00,36.00,5.24
7705,293.00,37.00,4.24
7706,293.00,38.00,3.83
7707,293.00,39.00,2.83
7708,293.00,40.00,2.00
7709,293.00,41.00,1.00
7710,293.00,42.00,0.00
7711,293.00,43.00,0.00
7712,293.00,44.00,1.00
7713,293.00,45.00,1.41
7714,293.00,46.00,2.41
7715,293.00,47.00,3.41
7716,293.00,48.00,4.24
7717,293.00,49.00,5.24
7718,293.00,50.00,5.66
7719,293.00,51.00,6.66
7720,293.00,52.00,7.07
7721,293.00,53.00,8.07
7722,293.00,54.00,8.49
7723,294.00,32.00,8.49
7724,294.00,33.00,8.07
7725,294.00,34.00,7.07
7726,294.00,35.00,6.66
7727,294.00,36.00,5.66
7728,294.00,37.00,5.24
7729,294.00,38.00,4.24
7730,294.00,39.00,3.41
7731,294.00,40.00,2.41
7732,294.00,41.00,1.41
7733,294.00,42.00,1.00
7734,294.00,43.00,0.00
7735,294.00,44.00,0.00
7736,294.00,45.00,1.00
7737,294.00,46.00,2.00
7738,294.00,47.00,2.83
7739,294.00,48.00,3.83
7740,294.00,49.00,4.24
7741,294.00,50.00,5.24
7742,294.00,51.00,5.66
7743,294.00,52.00,6.66
7744,294.00,53.00,7.07
7745,294.00,54.00,8.07
7746,294.00,55.00,8.49
7747,295.00,33.00,8.49
7748,295.00,34.00,8.07
7749,295.00,35.00,7.07
7750,295.00,36.00,6.66
7751,295.00,37.00,5.66
7752,295.00,38.00,4.83
7753,295.00,39.00,3.83
7754,295.00,40.00,2.83
7755,295.00,41.00,2.41
7756,295.00,42.00,1.41
7757,295.00,43.00,1.00
7758,295.00,44.00,0.00
7759,295.00,45.00,1.00
7760,295.00,46.00,1.41
7761,295.00,47.00,2.41
7762,295.00,48.00,2.83
7763,295.00,49.00,3.83
7764,295.00,50.00,4.24
7765,295.00,51.00,5.24
7766,295.00,52.00,5.66
7767,295.00,53.00,6.66
7768,295.00,54.00,7.07
7769,295.00,55.00,8.07
7770,295.00,56.00,8.49
7771,296.00,33.00,9.49
7772,296.00,34.00,8.49
7773,296.00,35.00,8.07
7774,296.00,36.00,7.07
7775,296.00,37.00,6.24
7776,296.00,38.00,5.24
7777,296.00,39.00,4.24
7778,296.00,40.00,3.83
7779,296.00,41.00,2.83
7780,296.00,42.00,2.41
7781,296.00,43.00,1.41
7782,296.00,44.00,1.00
7783,296.00,45.00,0.00
7784,296.00,46.00,1.00
7785,296.00,47.00,1.41
7786,296.00,48.00,2.41
7787,296.00,49.00,2.83
7788,296.00,50.00,3.83
7789,296.00,51.00,4.24
7790,296.00,52.00,5.24
7791,296.00,53.00,5.66
7792,296.00,54.00,6.66
7793,296.00,55.00,7.07
7794,296.00,56.00,8.07
7795,296.00,57.00,8.49
7796,297.00,34.00,9.49
7797,297.00,35.00,8.49
7798,297.00,36.00,7.66
7799,297.00,37.00,6.66
7800,297.00,38.00,5.66
7801,297.00,39.00,5.24
7802,297.00,40.00,4.24
7803,297.00,41.00,3.83
7804,297.00,42.00,2.83
7805,297.00,43.00,2.41
7806,297.00,44.00,1.41
7807,297.00,45.00,1.00
7808,297.00,46.00,0.00
7809,297.00,47.00,1.00
7810,297.00,48.00,1.41
7811,297.00,49.00,2.41
7812,297.00,50.00,2.83
7813,297.00,51.00,3.83
7814,297.00,52.00,4.24
7815,297.00,53.00,5.24
7816,297.00,54.00,5.66
7817,297.00,55.00,6.66
7818,297.00,56.00,7.07
7819,297.00,57.00,8.07
7820,297.00,58.00,8.49
7821,298.00,35.00,9.07
7822,298.00,36.00,8.07
7823,298.00,37.00,7.07
7824,298.00,38.00,6.66
7825,298.00,39.00,5.66
7826,298.00,40.00,5.24
7827,298.00,41.00,4.24
7828,298.00,42.00,3.83
7829,298.00,43.00,2.83
7830,298.00,44.00,2.41
7831,298.00,45.00,1.41
7832,298.00,46.00,1.00
7833,298.00,47.00,0.00
7834,298.00,48.00,1.00
7835,298.00,49.00,1.41
7836,298.00,50.00,2.41
7837,298.00,51.00,2.83
7838,298.00,52.00,3.83
7839,298.00,53.00,4.24
7840,298.00,54.00,5.24
7841,298.00,55.00,5.66
7842,298.00,56.00,6.66
7843,298.00,57.00,7.07
7844,298.00,58.00,8.07
7845,298.00,59.00,8.49
7846,299.00,36.00,8.49
7847,299.00,37.00,8.07
7848,299.00,38.00,7.07
7849,299.00,39.00,6.66
7850,299.00,40.00,5.66
7851,299.00,41.00,5.24
7852,299.00,42.00,4.24
7853,299.00,43.00,3.83
7854,299.00,44.00,2.83
7855,299.00,45.00,2.41
7856,299.00,46.00,1.41
7857,299.00,47.00,1.00
7858,299.00,48.00,0.00
7859,299.00,49.00,1.00
7860,299.00,50.00,1.41
7861,299.00,51.00,2.41
7862,299.00,52.00,2.83
7863,299.00,53.00,3.83
7864,299.00,54.00,4.24
7865,299.00,55.00,5.24
7866,299.00,56.00,5.66
7867,299.00,57.00,6.66
7868,299.00,58.00,7.07
7869,299.00,59.00,8.07
7870,299.00,60.00,8.49
7871,300.00,37.00,8.49
7872,300.00,38.00,8.07
7873,300.00,39.00,7.07
7874,300.00,40.00,6.66
7875,300.00,41.00,5.66
7876,300.00,42.00,5.24
7877,300.00,43.00,4.24
7878,300.00,44.00,3.83
7879,300.00,45.00,2.83
7880,300.00,46.00,2.41
7881,300.00,47.00,1.41
7882,300.00,48.00,1.00
7883,300.00,49.00,0.00
7884,300.00,50.00,1.00
7885,300.00,51.00,1.41
7886,300.00,52.00,2.41
7887,300.00,53.00,2.83
7888,300.00,54.00,3.83
7889,300.00,55.00,4.24
7890,300.00,56.00,5.24
7891,300.00,57.00,5.66
7892,300.00,58.00,6.66
7893,300.00,59.00,7.07
7894,300.00,60.00,8.07
7895,300.00,61.00,8.49
7896,301.00,38.00,8.49
7897,301.00,39.00,8.07
7898,301.00,40.00,7.07
7899,301.00,41.00,6.66
7900,301.00,42.00,5.66
7901,301.00,43.00,5.24
7902,301.00,44.00,4.24
7903,301.00,45.00,3.83
7904,301.00,46.00,2.83
7905,301.00,47.00,2.41
7906,301.00,48.00,1.41
7907,301.00,49.00,1.00
7908,301.00,50.00,0.00
7909,301.00,51.00,1.00
